id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.de,name.en,name.es,name.fr,name.it,name.ja,name.ja-Hrkt,name.ko,name.roomaji,name.zh-Hans,name.zh-Hant,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
345,345,hoenn,lileep,Lileep became extinct approximately a hundred million years ago. this ancient pokémon attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,generation-iii,1,1,common,1,False,リリーラ,Lilyla,릴링,觸手百合,Lilia,Liliep,Lileep,Lileep,Lileep,リリーラ,触手百合,rock,grass,False,False,False,False,10,238,cradily,,66,41,77,61,87,23,,,,False,
346,346,hoenn,cradily,Cradily roams around the ocean floor in search of food. this pokémon freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,generation-iii,1,1,common,1,False,ユレイドル,Yuradle,릴리요,搖籃百合,Vacilys,Wielie,Cradily,Cradily,Cradily,ユレイドル,摇篮百合,rock,grass,False,False,False,False,15,604,,lileep,86,81,97,81,107,43,,,,False,
537,537,unova,seismitoad,They shoot paralyzing liquid from their head bumps. they use vibration to hurt their opponents.,generation-v,1,1,common,4,False,ガマゲロゲ,Gamageroge,두빅굴,蟾蜍王,Crapustule,Branawarz,Seismitoad,Seismitoad,Seismitoad,ガマゲロゲ,蟾蜍王,water,ground,False,False,False,False,15,620,,palpitoad,105,95,75,85,75,74,,,,False,
347,347,hoenn,anorith,Anorith was regenerated from a prehistoric fossil. this primitive pokémon once lived in warm seas. it grips its prey firmly between its two large claws.,generation-iii,1,1,common,1,False,アノプス,Anopth,아노딥스,太古羽蟲,Anorith,Anorith,Anorith,Anorith,Anorith,アノプス,太古羽虫,rock,bug,False,False,False,False,7,125,armaldo,,45,95,50,40,50,75,,,,False,
923,923,paldea,pawmot,"This pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",generation-ix,1,1,common,4,False,パーモット,Parmot,빠르모트,巴布土撥,Pohmarmotte,Pamomamo,Pawmot,Pawmot,Pawmot,パーモット,巴布土拨,electric,fighting,False,False,False,False,9,410,,pawmo,70,115,70,70,60,105,,,,False,
348,348,hoenn,armaldo,Armaldo’s tough armor makes all attacks bounce off. this pokémon’s two enormous claws can be freely extended or contracted. they have the power to punch right through a steel slab.,generation-iii,1,1,common,1,False,アーマルド,Armaldo,아말도,太古盔甲,Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,アーマルド,太古盔甲,rock,bug,False,False,False,False,15,682,,anorith,75,125,100,70,80,45,,,,False,
538,538,unova,throh,"When it tightens its belt, it becomes stronger. wild Throh use vines to weave their own belts.",generation-v,1,1,common,0,False,ナゲキ,Nageki,던지미,投摔鬼,Judokrak,Jiutesto,Throh,Throh,Throh,ナゲキ,投摔鬼,fighting,,False,False,False,False,13,555,,,120,100,85,30,85,45,,,,False,
924,924,paldea,tandemaus,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",generation-ix,1,1,common,-1,False,ワッカネズミ,Wakkanezumi,두리쥐,一對鼠,Compagnol,Zwieps,Tandemaus,Tandemaus,Tandemaus,ワッカネズミ,一对鼠,normal,,False,False,False,False,3,18,maushold,,50,50,45,40,45,75,,,,False,
158,158,johto,totodile,Its well-developed jaws are powerful and capable of crushing anything. even its trainer must be careful.,generation-ii,1,1,common,1,False,ワニノコ,Waninoko,리아코,小鋸鱷,Kaiminus,Karnimani,Totodile,Totodile,Totodile,ワニノコ,小锯鳄,water,,False,False,False,False,6,95,croconaw,,50,65,64,44,48,43,,,,False,
732,732,alola,trumbeak,"It eats berries and stores their seeds in its beak. when it encounters enemies or prey, it fires off all the seeds in a burst.",generation-vii,1,1,common,4,False,ケララッパ,Kerarappa,크라파,喇叭啄鳥,Piclairon,Trompeck,Trumbeak,Trumbeak,Trumbeak,ケララッパ,喇叭啄鸟,normal,flying,False,False,False,False,6,148,toucannon,pikipek,55,85,50,40,50,75,,,,False,
539,539,unova,sawk,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,generation-v,1,1,common,0,False,ダゲキ,Dageki,타격귀,打擊鬼,Karaclée,Karadonis,Sawk,Sawk,Sawk,ダゲキ,打击鬼,fighting,,False,False,False,False,14,510,,,75,125,75,30,75,85,,,,False,
349,349,hoenn,feebas,"Feebas’s fins are ragged and tattered from the start of its life. because of its shoddy appearance, this pokémon is largely ignored. it is capable of living in both the sea and in rivers.",generation-iii,1,1,common,4,False,ヒンバス,Hinbass,빈티나,醜醜魚,Barpau,Barschwa,Feebas,Feebas,Feebas,ヒンバス,丑丑鱼,water,,False,False,False,False,6,74,milotic,,20,15,20,10,55,80,,,,False,
350,350,hoenn,milotic,Its lovely scales are described as rainbow colored. they change color depending on the viewing angle.,generation-iii,1,1,common,4,True,ミロカロス,Milokaross,밀로틱,美納斯,Milobellus,Milotic,Milotic,Milotic,Milotic,ミロカロス,美纳斯,water,,False,False,False,False,62,1620,,feebas,95,60,79,100,125,81,,,,False,
540,540,unova,sewaddle,Leavanny dress it in clothes they made for it when it hatched. it hides its head in its hood while it is sleeping.,generation-v,1,1,common,4,False,クルミル,Kurumiru,두르보,蟲寶包,Larveyette,Strawickl,Sewaddle,Sewaddle,Sewaddle,クルミル,虫宝包,bug,grass,False,False,False,False,3,25,swadloon,,45,53,70,40,60,42,,,,False,
733,733,alola,toucannon,"When it battles, its beak heats up. the temperature can easily exceed 212 degrees fahrenheit, causing severe burns when it hits.",generation-vii,1,1,common,4,False,ドデカバシ,Dodekabashi,왕큰부리,銃嘴大鳥,Bazoucan,Tukanon,Toucannon,Toucannon,Toucannon,ドデカバシ,铳嘴大鸟,normal,flying,False,False,False,False,11,260,,trumbeak,80,120,75,75,75,60,,,,False,
159,159,johto,croconaw,"If it loses a fang, a new one grows back in its place. there are always 48 fangs lining its mouth.",generation-ii,1,1,common,1,False,アリゲイツ,Alligates,엘리게이,藍鱷,Crocrodil,Tyracroc,Croconaw,Croconaw,Croconaw,アリゲイツ,蓝鳄,water,,False,False,False,False,11,250,feraligatr,totodile,65,80,80,59,63,58,,,,False,
734,734,alola,yungoos,"With its sharp fangs, it will bite anything. it did not originally live in alola but was imported from another region.",generation-vii,1,1,common,4,False,ヤングース,Youngoose,영구스,貓鼬少,Manglouton,Mangunior,Yungoos,Yungoos,Yungoos,ヤングース,猫鼬少,normal,,False,False,False,False,4,60,gumshoos,,48,70,30,30,30,45,,,,False,
926,926,paldea,fidough,This pokémon is smooth and moist to the touch. yeast in Fidough’s breath induces fermentation in the pokémon’s vicinity.,generation-ix,1,1,common,4,False,パピモッチ,Pupimocchi,쫀도기,狗仔包,Pâtachiot,Hefel,Fidough,Fidough,Fidough,パピモッチ,狗仔包,fairy,,False,False,False,False,3,109,dachsbun,,37,55,70,30,55,65,,,,False,
541,541,unova,swadloon,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,generation-v,1,1,common,4,False,クルマユ,Kurumayu,두르쿤,寶包繭,Couverdure,Folikon,Swadloon,Swadloon,Swadloon,クルマユ,宝包茧,bug,grass,False,False,False,False,5,73,leavanny,sewaddle,55,63,90,50,80,42,,,,False,
542,542,unova,leavanny,"Upon finding a small pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",generation-v,1,1,common,4,False,ハハコモリ,Hahakomori,모아머,保母蟲,Manternel,Matrifol,Leavanny,Leavanny,Leavanny,ハハコモリ,保姆虫,bug,grass,False,False,False,False,12,205,,swadloon,75,103,80,70,80,92,,,,False,
160,160,johto,feraligatr,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",generation-ii,1,1,common,1,False,オーダイル,Ordile,장크로다일,大力鱷,Aligatueur,Impergator,Feraligatr,Feraligatr,Feraligatr,オーダイル,大力鳄,water,,False,False,False,False,23,888,,croconaw,85,105,100,79,83,78,,,,False,
927,927,paldea,dachsbun,"The pleasant aroma that emanates from this pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",generation-ix,1,1,common,4,False,バウッツェル,Bowtzel,바우첼,麻花犬,Briochien,Backel,Dachsbun,Dachsbun,Dachsbun,バウッツェル,麻花犬,fairy,,False,False,False,False,5,149,,fidough,57,80,115,50,80,95,,,,False,
352,352,hoenn,kecleon,It changes body color to blend in with its surroundings. it also changes color if it is happy or sad.,generation-iii,1,1,common,4,False,カクレオン,Kakureon,켈리몬,變隱龍,Kecleon,Kecleon,Kecleon,Kecleon,Kecleon,カクレオン,变隐龙,normal,,False,False,False,False,10,220,,,60,90,70,60,120,40,,,,False,
161,161,johto,sentret,"A very cautious pokémon, it raises itself up using its tail to get a better view of its surroundings.",generation-ii,1,1,common,4,False,オタチ,Otachi,꼬리선,尾立,Fouinette,Wiesor,Sentret,Sentret,Sentret,オタチ,尾立,normal,,False,False,False,False,8,60,furret,,35,46,34,35,45,20,,,,False,
928,928,paldea,smoliv,It protects itself from enemies by emitting oil from the fruit on its head. this oil is bitter and astringent enough to make someone flinch.,generation-ix,1,1,common,4,False,ミニーブ,Minive,미니브,迷你芙,Olivini,Olini,Smoliv,Smoliv,Smoliv,ミニーブ,迷你芙,grass,normal,False,False,False,False,3,65,dolliv,,41,35,45,58,51,30,,,,False,
736,736,alola,grubbin,Its strong jaw enables it to scrape trees and slurp out the sap. it normally lives underground.,generation-vii,1,1,common,4,False,アゴジムシ,Agojimushi,턱지충이,強顎雞母蟲,Larvibule,Mabula,Grubbin,Grubbin,Grubbin,アゴジムシ,强颚鸡母虫,bug,,False,False,False,False,4,44,charjabug,,47,62,45,55,45,46,,,,False,
543,543,unova,venipede,"Its bite injects a potent poison, enough to paralyze large bird pokémon that try to prey on it.",generation-v,1,1,common,4,False,フシデ,Fushide,마디네,百足蜈蚣,Venipatte,Toxiped,Venipede,Venipede,Venipede,フシデ,百足蜈蚣,bug,poison,False,False,False,False,4,53,whirlipede,,30,45,59,30,39,57,,,,False,
155,155,johto,cyndaquil,"It has a timid nature. if it is startled, the flames on its back burn more vigorously.",generation-ii,1,1,common,1,False,ヒノアラシ,Hinoarashi,브케인,火球鼠,Héricendre,Feurigel,Cyndaquil,Cyndaquil,Cyndaquil,ヒノアラシ,火球鼠,fire,,False,False,False,False,5,79,quilava,,39,52,43,60,50,65,,,,False,
162,162,johto,furret,It makes a nest to suit its long and skinny body. the nest is impossible for other pokémon to enter.,generation-ii,1,1,common,4,False,オオタチ,Ootachi,다꼬리,大尾立,Fouinar,Wiesenior,Furret,Furret,Furret,オオタチ,大尾立,normal,,False,False,False,False,18,325,,sentret,85,76,64,45,55,90,,,,False,
156,156,johto,quilava,Be careful if it turns its back during battle. it means that it will attack with the fire on its back.,generation-ii,1,1,common,1,False,マグマラシ,Magmarashi,마그케인,火岩鼠,Feurisson,Igelavar,Quilava,Quilava,Quilava,マグマラシ,火岩鼠,fire,,False,False,False,False,9,190,typhlosion,cyndaquil,58,64,58,80,65,80,,,,False,
353,353,hoenn,shuppet,"Shuppet is attracted by feelings of jealousy and vindictiveness. if someone develops strong feelings of vengeance, this pokémon will appear in a swarm and line up beneath the eaves of that person’s home.",generation-iii,1,1,common,4,False,カゲボウズ,Kagebouzu,어둠대신,怨影娃娃,Polichombr,Shuppet,Shuppet,Shuppet,Shuppet,カゲボウズ,怨影娃娃,ghost,,False,False,False,False,6,23,banette,,44,75,35,63,33,45,,,,False,
929,929,paldea,dolliv,"Dolliv shares its tasty, fresh-scented oil with others. this species has coexisted with humans since times long gone.",generation-ix,1,1,common,4,False,オリーニョ,Olinyo,올리뇨,奧利紐,Olivado,Olivinio,Dolliv,Dolliv,Dolliv,オリーニョ,奥利纽,grass,normal,False,False,False,False,6,119,arboliva,smoliv,52,53,60,78,78,33,,,,False,
544,544,unova,whirlipede,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",generation-v,1,1,common,4,False,ホイーガ,Wheega,휠구,車輪毬,Scobolide,Rollum,Whirlipede,Whirlipede,Whirlipede,ホイーガ,车轮球,bug,poison,False,False,False,False,12,585,scolipede,venipede,40,55,99,40,79,47,,,,False,
737,737,alola,charjabug,"Its body is capable of storing electricity. on camping trips, people are grateful to have one around.",generation-vii,1,1,common,4,False,デンヂムシ,Dendimushi,전지충이,蟲電寶,Chrysapile,Akkup,Charjabug,Charjabug,Charjabug,デンヂムシ,虫电宝,bug,electric,False,False,False,False,5,105,vikavolt,grubbin,57,82,95,55,75,36,,,,False,
402,402,sinnoh,kricketune,It crosses its knifelike arms in front of its chest when it cries. it can compose melodies ad lib.,generation-iv,1,1,common,4,True,コロトック,Korotok,귀뚤톡크,音箱蟀,Mélokrik,Zirpeise,Kricketune,Kricketune,Kricketune,コロトック,音箱蟀,bug,,False,False,False,False,10,255,,kricketot,77,85,51,55,51,65,,,,False,
930,930,paldea,arboliva,"This calm pokémon is very compassionate. it will share its delicious, nutrient-rich oil with weakened pokémon.",generation-ix,1,1,common,4,False,オリーヴァ,Oliva,올리르바,奧利瓦,Arboliva,Olithena,Arboliva,Arboliva,Arboliva,オリーヴァ,奥利瓦,grass,normal,False,False,False,False,14,482,,dolliv,78,69,90,125,109,39,,,,False,
163,163,johto,hoothoot,"It always stands on one foot. it changes feet so fast, the movement can rarely be seen.",generation-ii,1,1,common,4,False,ホーホー,Hoho,부우부,咕咕,Hoothoot,Hoothoot,Hoothoot,Hoothoot,Hoothoot,ホーホー,咕咕,normal,flying,False,False,False,False,7,212,noctowl,,60,30,30,36,56,50,,,,False,
731,731,alola,pikipek,It can peck at a rate of 16 times a second to drill holes in trees. it uses the holes for food storage and for nesting.,generation-vii,1,1,common,4,False,ツツケラ,Tsutsukera,콕코구리,小篤兒,Picassaut,Peppeck,Pikipek,Pikipek,Pikipek,ツツケラ,小笃儿,normal,flying,False,False,False,False,3,12,trumbeak,,35,75,30,30,30,65,,,,False,
164,164,johto,noctowl,Its eyes are specially adapted. they concentrate even faint light and enable it to see in the dark.,generation-ii,1,1,common,4,False,ヨルノズク,Yorunozuku,야부엉,貓頭夜鷹,Noarfang,Noctuh,Noctowl,Noctowl,Noctowl,ヨルノズク,猫头夜鹰,normal,flying,False,False,False,False,16,408,,hoothoot,100,50,50,86,96,70,,,,False,
403,403,sinnoh,shinx,All of its fur dazzles if danger is sensed. it flees while the foe is momentarily blinded.,generation-iv,1,1,common,4,True,コリンク,Kolink,꼬링크,小貓怪,Lixy,Sheinux,Shinx,Shinx,Shinx,コリンク,小猫怪,electric,,False,False,False,False,5,95,luxio,,45,65,34,40,34,45,,,,False,
546,546,unova,cottonee,"When attacked, it escapes by shooting cotton from its body. the cotton serves as a decoy to distract the attacker.",generation-v,1,1,common,4,False,モンメン,Monmen,소미안,木棉球,Doudouvet,Waumboll,Cottonee,Cottonee,Cottonee,モンメン,木棉球,grass,fairy,False,False,False,False,3,6,whimsicott,,40,27,60,37,50,66,,,,False,
545,545,unova,scolipede,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",generation-v,1,1,common,4,False,ペンドラー,Pendror,펜드라,蜈蚣王,Brutapode,Cerapendra,Scolipede,Scolipede,Scolipede,ペンドラー,蜈蚣王,bug,poison,False,False,False,False,25,2005,,whirlipede,60,100,89,55,69,112,,,,False,
739,739,alola,crabrawler,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. when it loses, it foams at the mouth and faints.",generation-vii,1,1,common,4,False,マケンカニ,Makenkani,오기지게,好勝蟹,Crabagarre,Krabbox,Crabrawler,Crabrawler,Crabrawler,マケンカニ,好胜蟹,fighting,,False,False,False,False,6,70,crabominable,,47,82,57,42,47,63,,,,False,
404,404,sinnoh,luxio,Its claws loose electricity with enough amperage to cause fainting. they live in small groups.,generation-iv,1,1,common,4,True,ルクシオ,Luxio,럭시오,勒克貓,Luxio,Luxio,Luxio,Luxio,Luxio,ルクシオ,勒克猫,electric,,False,False,False,False,9,305,luxray,shinx,60,85,49,60,49,60,,,,False,
547,547,unova,whimsicott,"Like the wind, it can slip through any gap, no matter how small. it leaves balls of white fluff behind.",generation-v,1,1,common,4,False,エルフーン,Elfuun,엘풍,風妖精,Farfaduvet,Elfun,Whimsicott,Whimsicott,Whimsicott,エルフーン,风妖精,grass,fairy,False,False,False,False,7,66,,cottonee,60,67,85,77,75,116,,,,False,
165,165,johto,ledyba,It is very timid. it will be afraid to move if it is alone. but it will be active if it is in a group.,generation-ii,1,1,common,4,True,レディバ,Rediba,레디바,芭瓢蟲,Coxy,Ledyba,Ledyba,Ledyba,Ledyba,レディバ,芭瓢虫,bug,flying,False,False,False,False,10,108,ledian,,40,20,30,40,80,55,,,,False,
166,166,johto,ledian,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",generation-ii,1,1,common,4,True,レディアン,Redian,레디안,安瓢蟲,Coxyclaque,Ledian,Ledian,Ledian,Ledian,レディアン,安瓢虫,bug,flying,False,False,False,False,14,356,,ledyba,55,35,50,55,110,85,,,,False,
932,932,paldea,nacli,"It was born in a layer of rock salt deep under the earth. this species was particularly treasured in the old days, as they would share precious salt.",generation-ix,1,1,common,4,False,コジオ,Kojio,베베솔트,鹽石寶,Selutin,Geosali,Nacli,Nacli,Nacli,コジオ,盐石宝,rock,,False,False,False,False,4,160,naclstack,,55,55,75,35,35,25,,,,False,
405,405,sinnoh,luxray,It has eyes that can see through anything. it spots and captures prey hiding behind objects.,generation-iv,1,1,common,4,True,レントラー,Rentorar,렌트라,倫琴貓,Luxray,Luxtra,Luxray,Luxray,Luxray,レントラー,伦琴猫,electric,,False,False,False,False,14,420,,luxio,80,120,79,95,79,70,,,,False,
548,548,unova,petilil,The leaves on its head are very bitter. eating one of these leaves is known to refresh a tired body.,generation-v,1,1,common,8,False,チュリネ,Churine,치릴리,百合根娃娃,Chlorobule,Lilminip,Petilil,Petilil,Petilil,チュリネ,百合根娃娃,grass,,False,False,False,False,5,66,lilligant,,45,35,50,70,50,30,,,,False,
934,934,paldea,garganacl,Garganacl will rub its fingertips together and sprinkle injured pokémon with salt. even severe wounds will promptly heal afterward.,generation-ix,1,1,common,4,False,キョジオーン,Kyojiohn,콜로솔트,鹽石巨靈,Gigansel,Saltigant,Garganacl,Garganacl,Garganacl,キョジオーン,盐石巨灵,rock,,False,False,False,False,23,2400,,naclstack,100,100,130,45,90,35,,,,False,
167,167,johto,spinarak,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",generation-ii,1,1,common,4,False,イトマル,Itomaru,페이검,圓絲蛛,Mimigal,Webarak,Spinarak,Spinarak,Spinarak,イトマル,圆丝蛛,bug,poison,False,False,False,False,5,85,ariados,,40,60,40,40,40,30,,,,False,
933,933,paldea,naclstack,This pokémon dry cures its prey by spraying salt over them. the curing process steals away the water in the prey’s body.,generation-ix,1,1,common,4,False,ジオヅム,Jiodumu,스태솔트,鹽石壘,Amassel,Sedisal,Naclstack,Naclstack,Naclstack,ジオヅム,盐石垒,rock,,False,False,False,False,6,1050,garganacl,nacli,60,60,100,35,65,35,,,,False,
168,168,johto,ariados,It spins string not only from its rear but also from its mouth. it is hard to tell which end is which.,generation-ii,1,1,common,4,False,アリアドス,Ariados,아리아도스,阿利多斯,Migalos,Ariados,Ariados,Ariados,Ariados,アリアドス,阿利多斯,bug,poison,False,False,False,False,11,335,,spinarak,70,90,70,60,70,40,,,,False,
740,740,alola,crabominable,"It aimed for the top but got lost and ended up on a snowy mountain. being forced to endure the cold, this pokémon evolved and grew fur.",generation-vii,1,1,common,4,False,ケケンカニ,Kekenkani,모단단게,好勝毛蟹,Crabominable,Krawell,Crabominable,Crabominable,Crabominable,ケケンカニ,好胜毛蟹,fighting,ice,False,False,False,False,17,1800,,crabrawler,97,132,77,62,67,43,,,,False,
742,742,alola,cutiefly,"It feeds on the nectar and pollen of flowers. because it’s able to sense auras, it can identify which flowers are about to bloom.",generation-vii,1,1,common,4,False,アブリー,Abuly,에블리,萌虻,Bombydou,Wommel,Cutiefly,Cutiefly,Cutiefly,アブリー,萌虻,bug,fairy,False,False,False,False,1,2,ribombee,,40,45,40,55,40,84,,,,False,
936,936,paldea,armarouge,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. this pokémon is incredibly loyal.,generation-ix,1,1,common,4,False,グレンアルマ,Gurenarma,카디나르마,紅蓮鎧騎,Carmadura,Crimanzo,Armarouge,Armarouge,Armarouge,グレンアルマ,红莲铠骑,fire,psychic,False,False,False,False,15,850,,charcadet,85,60,100,125,80,75,,,,False,
935,935,paldea,charcadet,"Burnt charcoal came to life and became a pokémon. possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",generation-ix,1,1,common,4,False,カルボウ,Carbou,카르본,炭小侍,Charbambin,Knarbon,Charcadet,Charcadet,Charcadet,カルボウ,炭小侍,fire,,False,False,False,False,6,105,armarouge,,40,50,40,50,40,35,,,,False,
169,169,johto,crobat,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,generation-ii,1,1,common,4,False,クロバット,Crobat,크로뱃,叉字蝠,Nostenfer,Iksbat,Crobat,Crobat,Crobat,クロバット,叉字蝠,poison,flying,False,False,False,False,18,750,,golbat,85,90,80,70,80,130,,,,False,
360,360,hoenn,wynaut,"Wynaut can always be seen with a big, happy smile on its face. look at its tail to determine if it is angry. when angered, this pokémon will be slapping the ground with its tail.",generation-iii,1,1,common,4,False,ソーナノ,Sohnano,마자,小果然,Okéoké,Isso,Wynaut,Wynaut,Wynaut,ソーナノ,小果然,psychic,,False,False,False,False,6,140,wobbuffet,,95,23,48,23,48,23,,,,False,
551,551,unova,sandile,They live buried in the sands of the desert. the sun-warmed sands prevent their body temperature from dropping.,generation-v,1,1,common,4,False,メグロコ,Meguroco,깜눈크,黑眼鱷,Mascaïman,Ganovil,Sandile,Sandile,Sandile,メグロコ,黑眼鳄,ground,dark,False,False,False,False,7,152,krokorok,,50,72,35,35,35,65,,,,False,
170,170,johto,chinchou,Chinchou blink their shining antennae at one another to claim their respective turf.,generation-ii,1,1,common,4,False,초라기,チョンチー,Chonchie,燈籠魚,Loupio,Lampi,Chinchou,Chinchou,Chinchou,チョンチー,灯笼鱼,water,electric,False,False,False,False,5,120,lanturn,,75,38,38,56,56,67,,,,False,
171,171,johto,lanturn,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,generation-ii,1,1,common,4,False,ランターン,Lantern,랜턴,電燈怪,Lanturn,Lanturn,Lanturn,Lanturn,Lanturn,ランターン,电灯怪,water,electric,False,False,False,False,12,225,,chinchou,125,58,58,76,76,67,,,,False,
937,937,paldea,ceruledge,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,generation-ix,1,1,common,4,False,ソウブレイズ,Soublades,파라블레이즈,蒼炎刃鬼,Malvalame,Azugladis,Ceruledge,Ceruledge,Ceruledge,ソウブレイズ,苍炎刃鬼,fire,ghost,False,False,False,False,16,620,,charcadet,75,125,80,60,100,85,,,,False,
552,552,unova,krokorok,They live in groups of a few individuals. protective membranes shield their eyes from sandstorms.,generation-v,1,1,common,4,False,ワルビル,Waruvile,악비르,混混鱷,Escroco,Rokkaiman,Krokorok,Krokorok,Krokorok,ワルビル,混混鳄,ground,dark,False,False,False,False,10,334,krookodile,sandile,60,82,45,45,45,74,,,,False,
938,938,paldea,tadbulb,"Tadbulb shakes its tail to generate electricity. if it senses danger, it will make its head blink on and off to alert its allies.",generation-ix,1,1,common,4,False,ズピカ,Zupika,빈나두,光蚪仔,Têtampoule,Blipp,Tadbulb,Tadbulb,Tadbulb,ズピカ,光蚪仔,electric,,False,False,False,False,3,4,bellibolt,,61,31,41,59,35,45,,,,False,
939,939,paldea,bellibolt,"When this pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",generation-ix,1,1,common,4,False,ハラバリー,Harabarie,찌리배리,電肚蛙,Ampibidou,Wampitz,Bellibolt,Bellibolt,Bellibolt,ハラバリー,电肚蛙,electric,,False,False,False,False,12,1130,,tadbulb,109,64,91,103,83,45,,,,False,
361,361,hoenn,snorunt,"Snorunt live in regions with heavy snowfall. in seasons without snow, such as spring and summer, this pokémon steals away to live quietly among stalactites and stalagmites deep in caverns.",generation-iii,1,1,common,4,False,ユキワラシ,Yukiwarashi,눈꼬마,雪童子,Stalgamin,Schneppke,Snorunt,Snorunt,Snorunt,ユキワラシ,雪童子,ice,,False,False,False,False,7,168,glalie,,50,50,50,50,50,50,,,,False,
553,553,unova,krookodile,"They never allow prey to escape. their jaws are so powerful, they can crush the body of an automobile.",generation-v,1,1,common,4,False,ワルビアル,Waruvial,악비아르,流氓鱷,Crocorible,Rabigator,Krookodile,Krookodile,Krookodile,ワルビアル,流氓鳄,ground,dark,False,False,False,False,15,963,,krokorok,95,117,80,65,70,92,,,,False,
172,172,johto,pichu,It is not yet skilled at storing electricity. it may send out a jolt if amused or startled.,generation-ii,1,1,common,4,False,ピチュー,Pichu,피츄,皮丘,Pichu,Pichu,Pichu,Pichu,Pichu,ピチュー,皮丘,electric,,False,False,False,False,3,20,pikachu,,20,40,15,35,35,60,,,,False,
747,747,alola,mareanie,"It plunges the poison spike on its head into its prey. when the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",generation-vii,1,1,common,4,False,ヒドイデ,Hidoide,시마사리,好壞星,Vorastérie,Garstella,Mareanie,Mareanie,Mareanie,ヒドイデ,好坏星,poison,water,False,False,False,False,4,80,toxapex,,50,53,62,43,52,45,,,,False,
363,363,hoenn,spheal,"Spheal is much faster rolling than  walking to get around. when groups of this pokémon eat, they all clap at once to show their pleasure. because of this, their mealtimes are noisy.",generation-iii,1,1,common,4,False,タマザラシ,Tamazarashi,대굴레오,海豹球,Obalie,Seemops,Spheal,Spheal,Spheal,タマザラシ,海豹球,ice,water,False,False,False,False,8,395,sealeo,,70,40,50,55,50,25,,,,False,
364,364,hoenn,sealeo,Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. this pokémon occasionally entertains itself by balancing and rolling a spheal on its nose.,generation-iii,1,1,common,4,False,トドグラー,Todoggler,씨레오,海魔獅,Phogleur,Seejong,Sealeo,Sealeo,Sealeo,トドグラー,海魔狮,ice,water,False,False,False,False,11,876,walrein,spheal,90,60,70,75,70,45,,,,False,
940,940,paldea,wattrel,"When its wings catch the wind, the bones within produce electricity. this pokémon dives into the ocean, catching prey by electrocuting them.",generation-ix,1,1,common,4,False,カイデン,Kaiden,찌리비,電海燕,Zapétrel,Voltrel,Wattrel,Wattrel,Wattrel,カイデン,电海燕,electric,flying,False,False,False,False,4,36,kilowattrel,,40,40,35,55,40,70,,,,False,
173,173,johto,cleffa,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",generation-ii,1,1,common,6,False,ピィ,Py,삐,皮寶寶,Mélo,Pii,Cleffa,Cleffa,Cleffa,ピィ,皮宝宝,fairy,,False,False,False,False,3,30,clefairy,,50,25,28,45,55,15,,,,False,
941,941,paldea,kilowattrel,"Kilowattrel inflates its throat sac to amplify its electricity. by riding the wind, this pokémon can fly over 430 miles in a day.",generation-ix,1,1,common,4,False,タイカイデン,Taikaiden,찌리비크,大電海燕,Fulgulairo,Voltrean,Kilowattrel,Kilowattrel,Kilowattrel,タイカイデン,大电海燕,electric,flying,False,False,False,False,14,386,,wattrel,70,70,60,105,60,125,,,,False,
202,202,johto,wobbuffet,"It hates light and shock. if attack­ ed, it inflates its body to pump up its counter­ strike.",generation-ii,1,1,common,4,True,ソーナンス,Sonans,마자용,果然翁,Qulbutoké,Woingenau,Wobbuffet,Wobbuffet,Wobbuffet,ソーナンス,果然翁,psychic,,False,False,False,False,13,285,,wynaut,190,33,58,33,58,33,,,,False,
